"","Grid_lat","Grid_lon","2000","2001","2004","2005","2006","2007","2008","2009","2012","2014","2015","2016","2017"
"188",8.75,116.75,358.84,428.02,396.32,392.24,394.55,396.5,371.96,386.34,407.7,399.24,402.51,433.18,409.44
"189",8.75,117.25,386.46,431.94,401.37,402.71,403.5,406.8,386.27,397.98,412.24,405.87,407.26,431.18,413.69
"190",8.75,117.75,413.32,431.31,407.65,394.69,412.36,416.42,408.44,411.99,414.82,417.66,416.89,413.81,428.67
"191",8.75,118.25,413.71,426.19,408.58,404.81,409.9,414.47,404.8,409.64,415.05,416.15,417.15,414.6,421.94
"192",8.75,118.75,413.71,421.22,400.13,398.15,402.7,411.19,397.72,404.37,407.05,413.52,413.84,407.98,421.65
"193",8.75,119.25,394.08,433.06,391.51,377.13,403.34,412.91,393.32,402.87,398.3,413.71,400,405.68,429.39
"194",8.75,119.75,385.25,432.58,395.68,365.17,388.99,413.11,388.2,398.7,400.8,417.94,403.07,407.37,426.75
"195",8.75,120.25,395.3,408.95,400.61,404.58,391.93,402.89,375.71,392.17,411.54,411.75,433.28,406.57,416.13
"196",8.75,120.75,398.87,401.31,374.05,381.41,388.47,386.57,368.3,380.22,387.45,399.38,415.55,377.25,424.34
"197",8.75,121.25,385.86,415.48,386.23,380.21,399.86,396.97,378.44,390.9,397.39,404.93,415.48,390.44,426.16
"198",8.75,121.75,379.23,407.08,389.18,384.66,397.66,395.91,372.89,390.34,402.29,397.89,429.01,409,419.08
"199",9.25,109.25,354.69,415.21,368.88,397.3,403.56,387.83,348.68,377.15,385.46,393.74,408.52,401.32,424.46
"200",9.25,109.75,357.6,408.63,361.14,379.33,384.04,383.77,344.5,372.06,372.77,387.81,400.11,409.79,420.07
"201",9.25,110.25,346.16,415.85,361.35,378.6,389,384.94,347.96,373.86,370.14,388.14,388.94,421.88,424.19
"202",9.25,110.75,352.05,417.7,373.58,367.81,375.89,385.64,350.56,372.91,385.12,388.85,397.8,419.57,410.07
"203",9.25,111.25,339.71,423.03,375.28,359.78,379.02,396.9,353.97,379.57,381.27,400.93,395.58,420.89,422.77
"204",9.25,111.75,348.92,431.39,382.38,369.78,385.81,407.87,372.85,390.06,381.44,408.85,377.42,437.99,425.6
"205",9.25,112.25,335.27,436.18,375.67,381.27,386.43,402.19,353.87,380.34,384.46,398.86,377.14,447.04,415.99
